id,p1_poke1,p1_poke2,p1_poke3,p1_poke4,p1_poke5,p1_poke6,p2_poke1,p2_poke2,p2_poke3,p2_poke4,p2_poke5,p2_poke6,p1_choice,p2_choice
3004,Tyranitar,Landorus-Therian,Heatran,Reuniclus,Ferrothorn,Jellicent,Gothitelle,Salamence,Ninetales,Magnezone,Donphan,Snorlax,Tyranitar,Donphan
3005,Breloom,Scizor,Salamence,Garchomp,Azelf,Dragonite,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Breloom,Tyranitar
3006,Excadrill,Tyranitar,Terrakion,Landorus-Therian,Amoonguss,Slowbro,Breloom,Tyranitar,Gastrodon,Jirachi,Landorus-Therian,Latios,Slowbro,Latios
3007,Scizor,Tyranitar,Magnezone,Terrakion,Landorus-Therian,Latios,Excadrill,Breloom,Salamence,Jirachi,Tornadus,Dragonite,Landorus-Therian,Dragonite
3008,Hippowdon,Scizor,Rotom-Wash,Terrakion,Jirachi,Latias,Breloom,Scizor,Salamence,Garchomp,Azelf,Dragonite,Scizor,Azelf
3009,Excadrill,Tangrowth,Vaporeon,Heatran,Ferrothorn,Jellicent,Tyranitar,Skarmory,Latias,Heatran,Gliscor,Jellicent,Heatran,Tyranitar
3010,Quagsire,Chansey,Politoed,Tentacruel,Ferrothorn,Dragonite,Scizor,Rotom-Wash,Jirachi,Landorus-Therian,Keldeo,Latios,Ferrothorn,Rotom-Wash
3011,Skarmory,Volcarona,Starmie,Politoed,Dragonite,Lanturn,Tyranitar,Skarmory,Gliscor,Jellicent,Alakazam,Latios,Skarmory,Latios
3012,Excadrill,Breloom,Zapdos,Celebi,Heatran,Azelf,Excadrill,Tyranitar,Skarmory,Keldeo,Garchomp,Latios,Breloom,Skarmory
3013,Volcarona,Ninetales,Victini,Gliscor,Starmie,Mamoswine,Thundurus-Therian,Scizor,Toxicroak,Politoed,Keldeo-Resolute,Latios,Victini,Politoed
3014,Excadrill,Breloom,Zapdos,Celebi,Heatran,Azelf,Latios,Mamoswine,Tentacruel,Politoed,Dragonite,Ambipom,Azelf,Politoed
3015,Excadrill,Tyranitar,Skarmory,Alakazam,Mamoswine,Jellicent,Metagross,Jirachi,Landorus-Therian,Starmie,Mamoswine,Dragonite,Skarmory,Landorus-Therian
3016,Forretress,Abomasnow,Blissey,Reuniclus,Gliscor,Latios,Bronzong,Tyranitar,Reuniclus,Keldeo,Tentacruel,Politoed,Abomasnow,Tyranitar
3017,Excadrill,Rotom-Wash,Celebi,Tyranitar,Landorus-Therian,Garchomp,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Rotom-Wash,Ferrothorn
3018,Toxicroak,Hydreigon,Magnezone,Volcarona,Gliscor,Politoed,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Politoed,Garchomp
3019,Excadrill,Breloom,Gengar,Volcarona,Azelf,Latios,Zapdos,Scizor,Jirachi,Landorus-Therian,Starmie,Politoed,Azelf,Zapdos
3020,Excadrill,Tyranitar,Landorus-Therian,Reuniclus,Ferrothorn,Latios,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Landorus-Therian,Magnezone
3021,Breloom,Scizor,Keldeo,Garchomp,Cloyster,Latios,Rotom-Wash,Celebi,Tyranitar,Jirachi,Tentacruel,Latios,Latios,Rotom-Wash
3022,Excadrill,Tyranitar,Celebi,Landorus-Therian,Heatran,Keldeo,Volcarona,Jirachi,Heatran,Starmie,Ferrothorn,Garchomp,Heatran,Ferrothorn
3023,Forretress,Lanturn,Rotom-Wash,Whimsicott,Mienshao,Flygon,Scizor,Magnezone,Mamoswine,Garchomp,Dragonite,Latios,Mienshao,Dragonite
3024,Excadrill,Tyranitar,Keldeo,Gliscor,Amoonguss,Mamoswine,Scizor,Skarmory,Jirachi,Latios,Garchomp,Jellicent,Tyranitar,Skarmory
3025,Magnezone,Cofagrigus,Machamp,Milotic,Donphan,Ambipom,Riolu,Forretress,Gengar,Starmie,Politoed,Shedinja,Magnezone,Forretress
3026,Thundurus-Therian,Breloom,Scizor,Landorus-Therian,Cloyster,Latios,Scizor,Conkeldurr,Ninetales,Landorus-Therian,Starmie,Dragonite,Cloyster,Landorus-Therian
3027,Rotom-Wash,Weavile,Jirachi,Gliscor,Infernape,Jellicent,Scizor,Rotom-Wash,Jirachi,Machamp,Politoed,Dragonite,Infernape,Machamp
3028,Scizor,Tyranitar,Swampert,Ferrothorn,Garchomp,Latios,Kyurem-Black,Hydreigon,Gyarados,Ferrothorn,Garchomp,Jellicent,Swampert,Garchomp
3029,Breloom,Dusclops,Tyranitar,Skarmory,Heatran,Tentacruel,Bronzong,Volcarona,Mismagius,Tornadus,Azelf,Cloyster,Tyranitar,Cloyster
3030,Rotom-Wash,Tyranitar,Landorus-Therian,Ferrothorn,Garchomp,Latios,Thundurus-Therian,Scizor,Terrakion,Keldeo,Politoed,Latios,Rotom-Wash,Terrakion
3031,Thundurus-Therian,Hydreigon,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Chansey,Skarmory,Ninetales,Jumpluff,Cresselia,Donphan,Hydreigon,Chansey
3032,Scizor,Rotom-Wash,Tyranitar,Alakazam,Garchomp,Jellicent,Scizor,Abomasnow,Kyurem-Black,Skarmory,Salamence,Jellicent,Rotom-Wash,Skarmory
3033,Xatu,Forretress,Chansey,Ninetales,Seismitoad,Cresselia,Kyurem-Black,Magnezone,Jirachi,Starmie,Garchomp,Dragonite,Ninetales,Jirachi
3034,Kyurem,Thundurus-Therian,Scizor,Ferrothorn,Tentacruel,Politoed,Excadrill,Rotom-Wash,Tyranitar,Landorus-Therian,Ferrothorn,Latios,Politoed,Rotom-Wash
3035,Breloom,Metagross,Volcarona,Starmie,Garchomp,Dragonite,Excadrill,Tyranitar,Celebi,Salamence,Jirachi,Latios,Breloom,Tyranitar
3036,Jirachi,Landorus-Therian,Amoonguss,Infernape,Garchomp,Latios,Thundurus-Therian,Ferrothorn,Gyarados,Reuniclus,Tentacruel,Politoed,Jirachi,Politoed
3037,Chansey,Celebi,Ninetales,Jirachi,Latias,Infernape,Gothitelle,Forretress,Chansey,Whimsicott,Wobbuffet,Dragonite,Ninetales,Dragonite
3038,Forretress,Scizor,Gyarados,Jirachi,Politoed,Garchomp,Ferrothorn,Azumarill,Starmie,Politoed,Azelf,Jellicent,Politoed,Ferrothorn
3039,Stoutland,Scizor,Rotom-Wash,Tyranitar,Celebi,Landorus-Therian,Gengar,Umbreon,Ferrothorn,Infernape,Espeon,Dragonite,Rotom-Wash,Infernape
3040,Kyurem,Chansey,Skarmory,Gliscor,Tentacruel,Politoed,Scizor,Rotom-Wash,Salamence,Alakazam,Ferrothorn,Espeon,Kyurem,Ferrothorn
3041,Tyranitar,Terrakion,Jirachi,Latias,Landorus-Therian,Keldeo,Thundurus-Therian,Toxicroak,Suicune,Jirachi,Tornadus,Politoed,Keldeo,Thundurus-Therian
3042,Scizor,Abomasnow,Kyurem-Black,Latias,Heatran,Tentacruel,Skarmory,Salamence,Hitmontop,Heatran,Amoonguss,Slowbro,Abomasnow,Skarmory
3043,Bronzong,Tyranitar,Latias,Gliscor,Ferrothorn,Keldeo-Resolute,Bronzong,Tyranitar,Reuniclus,Keldeo,Amoonguss,Garchomp,Gliscor,Keldeo
3044,Breloom,Mew,Tyranitar,Landorus-Therian,Heatran,Starmie,Gengar,Rotom-Wash,Jirachi,Landorus-Therian,Infernape,Dragonite,Landorus-Therian,Landorus-Therian
3045,Gothitelle,Excadrill,Quagsire,Chansey,Skarmory,Amoonguss,Excadrill,Kyurem-Black,Magnezone,Jirachi,Dragonite,Latios,Excadrill,Jirachi
3046,Thundurus-Therian,Excadrill,Celebi,Weavile,Keldeo,Politoed,Xatu,Diglett,Toxicroak,Ferrothorn,Latias,Politoed,Celebi,Ferrothorn
3047,Excadrill,Breloom,Kyurem-Black,Landorus-Therian,Politoed,Keldeo-Resolute,Excadrill,Hippowdon,Scizor,Rotom-Wash,Terrakion,Latios,Kyurem-Black,Rotom-Wash
3048,Ferrothorn,Azumarill,Volcarona,Starmie,Politoed,Latios,Hydreigon,Jirachi,Heatran,Gliscor,Starmie,Keldeo-Resolute,Politoed,Keldeo-Resolute
3049,Volcarona,Gyarados,Politoed,Starmie,Ferrothorn,Latios,Hippowdon,Scizor,Rotom-Wash,Alakazam,Amoonguss,Crobat,Ferrothorn,Crobat
3050,Volcarona,Jirachi,Landorus-Therian,Starmie,Garchomp,Dragonite,Toxicroak,Ferrothorn,Tornadus,Landorus-Therian,Starmie,Politoed,Starmie,Politoed
3051,Mew,Celebi,Salamence,Gliscor,Heatran,Keldeo,Forretress,Scizor,Abomasnow,Reuniclus,Garchomp,Latios,Keldeo,Abomasnow
3052,Tyranitar,Skarmory,Gliscor,Jellicent,Alakazam,Latios,Excadrill,Xatu,Salamence,Volcarona,Ninetales,Heatran,Latios,Xatu
3053,Tyranitar,Reuniclus,Landorus-Therian,Alakazam,Ferrothorn,Latios,Kyurem-Black,Salamence,Magnezone,Jirachi,Garchomp,Latios,Landorus-Therian,Jirachi
3054,Gengar,Tyranitar,Gliscor,Alakazam,Ferrothorn,Latios,Tyranitar,Skarmory,Reuniclus,Landorus-Therian,Alakazam,Latios,Latios,Landorus-Therian
3055,Abomasnow,Kyurem-Black,Jirachi,Starmie,Garchomp,Latios,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Abomasnow,Breloom
3056,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Salamence,Ninetales,Landorus-Therian,Garchomp,Espeon,Latios,Keldeo,Latios
3057,Whimsicott,Metagross,Weavile,Suicune,Infernape,Garchomp,Kyurem-Black,Magnezone,Jirachi,Reuniclus,Garchomp,Latios,Weavile,Jirachi
3058,Rotom-Wash,Tyranitar,Kyurem-Black,Gliscor,Tentacruel,Latios,Breloom,Salamence,Gyarados,Heatran,Mamoswine,Azelf,Gliscor,Azelf
3059,Scizor,Conkeldurr,Jirachi,Keldeo,Politoed,Donphan,Scizor,Toxicroak,Ferrothorn,Tornadus,Tentacruel,Politoed,Politoed,Politoed
3060,Skarmory,Volcarona,Terrakion,Suicune,Landorus-Therian,Scrafty,Chansey,Celebi,Keldeo,Skarmory,Gliscor,Alakazam,Landorus-Therian,Gliscor
3061,Excadrill,Tyranitar,Hydreigon,Jirachi,Landorus-Therian,Slowbro,Thundurus-Therian,Toxicroak,Ferrothorn,Tentacruel,Politoed,Virizion,Jirachi,Virizion
3062,Breloom,Scizor,Rotom-Wash,Jirachi,Politoed,Latios,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Jirachi,Ferrothorn
3063,Scizor,Tyranitar,Landorus-Therian,Keldeo,Garchomp,Latios,Tyranitar,Celebi,Terrakion,Heatran,Tentacruel,Slowbro,Tyranitar,Tentacruel
3064,Excadrill,Jirachi,Starmie,Politoed,Keldeo-Resolute,Dragonite,Ferrothorn,Jirachi,Sceptile,Tentacruel,Politoed,Dragonite,Politoed,Sceptile
3065,Celebi,Gyarados,Heatran,Gliscor,Espeon,Keldeo-Resolute,Haxorus,Uxie,Metagross,Gyarados,Azelf,Cloyster,Espeon,Azelf
3066,Rotom-Wash,Tyranitar,Mienshao,Gliscor,Ferrothorn,Latios,Gengar,Sableye,Darmanitan,Blastoise,Clefable,Ferrothorn,Tyranitar,Darmanitan
3067,Breloom,Terrakion,Jirachi,Starmie,Garchomp,Dragonite,Liepard,Gigalith,Metagross,Landorus-Therian,Azelf,Snorlax,Jirachi,Gigalith
3068,Ferrothorn,Tornadus,Tentacruel,Politoed,Keldeo-Resolute,Latios,Ferrothorn,Jirachi,Latias,Landorus-Therian,Tentacruel,Politoed,Latios,Latias
3069,Kyurem-Black,Terrakion,Magnezone,Jirachi,Dragonite,Latios,Scizor,Abomasnow,Volcarona,Latias,Tentacruel,Mamoswine,Terrakion,Mamoswine
3070,Excadrill,Weavile,Magnezone,Latias,Landorus-Therian,Dragonite,Rotom-Wash,Tyranitar,Terrakion,Reuniclus,Landorus-Therian,Ferrothorn,Dragonite,Rotom-Wash
3071,Chansey,Ferrothorn,Skarmory,Gliscor,Tentacruel,Politoed,Breloom,Scizor,Tyranitar,Gastrodon,Latias,Landorus-Therian,Politoed,Breloom
3072,Hippowdon,Scizor,Toxicroak,Chandelure,Reuniclus,Mandibuzz,Kyurem,Excadrill,Abomasnow,Rotom-Frost,Heatran,Jellicent,Chandelure,Jellicent
3073,Politoed,Keldeo,Starmie,Ferrothorn,Garchomp,Latios,Scizor,Suicune,Blissey,Zoroark,Alakazam,Garchomp,Ferrothorn,Garchomp
3074,Zapdos,Lucario,Volcarona,Milotic,Amoonguss,Garchomp,Excadrill,Xatu,Tyranitar,Volcarona,Seismitoad,Latios,Milotic,Seismitoad
3075,Ferrothorn,Kyurem-Black,Landorus-Therian,Alakazam,Tentacruel,Politoed,Kyurem,Abomasnow,Magnezone,Alakazam,Dragonite,Latios,Landorus-Therian,Dragonite
3076,Excadrill,Hippowdon,Scizor,Rotom-Wash,Terrakion,Latios,Tyranitar,Keldeo,Landorus-Therian,Alakazam,Ferrothorn,Latios,Rotom-Wash,Keldeo
3077,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Chansey,Ferrothorn,Reuniclus,Gliscor,Tentacruel,Politoed,Breloom,Politoed
3078,Forretress,Scizor,Salamence,Volcarona,Cloyster,Latios,Excadrill,Rotom-Wash,Tyranitar,Celebi,Terrakion,Landorus-Therian,Cloyster,Rotom-Wash
3079,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Volcarona,Garchomp
3080,Moltres,Thundurus-Therian,Kyurem-Black,Ferrothorn,Tentacruel,Politoed,Excadrill,Tyranitar,Seismitoad,Gliscor,Ferrothorn,Latios,Ferrothorn,Seismitoad
3081,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Kyurem-Black,Skarmory,Blissey,Jolteon,Politoed,Espeon,Breloom,Espeon
3082,Tyranitar,Hydreigon,Skarmory,Alakazam,Ferrothorn,Garchomp,Tyranitar,Skarmory,Reuniclus,Heatran,Garchomp,Jellicent,Hydreigon,Skarmory
3083,Excadrill,Tyranitar,Tangrowth,Salamence,Magnezone,Gastrodon,Scizor,Abomasnow,Kyurem-Black,Reuniclus,Landorus-Therian,Tentacruel,Magnezone,Kyurem-Black
3084,Terrakion,Magnezone,Wobbuffet,Mamoswine,Espeon,Dragonite,Tornadus,Jolteon,Dugtrio,Starmie,Politoed,Dragonite,Dragonite,Politoed
3085,Excadrill,Rotom-Wash,Celebi,Tyranitar,Terrakion,Landorus-Therian,Excadrill,Hippowdon,Tyranitar,Gastrodon,Reuniclus,Heatran,Rotom-Wash,Gastrodon
3086,Scizor,Salamence,Scrafty,Landorus-Therian,Starmie,Ferrothorn,Forretress,Tyranitar,Skarmory,Gastrodon,Alakazam,Garchomp,Scrafty,Gastrodon
3087,Gastrodon,Azumarill,Jirachi,Tornadus,Landorus-Therian,Politoed,Uxie,Crawdaunt,Magnezone,Reuniclus,Cresselia,Marowak,Tornadus,Uxie
3088,Scizor,Rotom-Wash,Lucario,Landorus-Therian,Heatran,Latios,Thundurus-Therian,Bronzong,Rotom-Wash,Tyranitar,Politoed,Latios,Latios,Rotom-Wash
3089,Excadrill,Tyranitar,Hydreigon,Magnezone,Gliscor,Amoonguss,Tyranitar,Jirachi,Landorus-Therian,Keldeo,Ferrothorn,Garchomp,Hydreigon,Keldeo
3090,Tyranitar,Landorus-Therian,Alakazam,Ferrothorn,Garchomp,Jellicent,Xatu,Quagsire,Celebi,Dusclops,Blissey,Heatran,Tyranitar,Blissey
3091,Celebi,Ferrothorn,Vaporeon,Jirachi,Politoed,Latios,Forretress,Zapdos,Ferrothorn,Politoed,Garchomp,Jellicent,Politoed,Garchomp
3092,Haxorus,Ninetales,Volcarona,Jirachi,Porygon2,Donphan,Breloom,Kyurem-Black,Ferrothorn,Jirachi,Politoed,Keldeo-Resolute,Jirachi,Kyurem-Black
3093,Gothitelle,Xatu,Weavile,Volcarona,Ninetales,Dugtrio,Excadrill,Breloom,Gengar,Skarmory,Volcarona,Dragonite,Xatu,Skarmory
3094,Tyranitar,Gliscor,Magnezone,Alakazam,Amoonguss,Keldeo-Resolute,Gengar,Toxicroak,Vaporeon,Jolteon,Landorus-Therian,Politoed,Keldeo-Resolute,Landorus-Therian
3095,Quagsire,Chansey,Politoed,Tentacruel,Ferrothorn,Dragonite,Rotom-Wash,Lucario,Metagross,Landorus-Therian,Garchomp,Latios,Politoed,Latios
3096,Gastrodon-East,Excadrill,Breloom,Hippowdon,Alakazam,Ferrothorn,Excadrill,Hippowdon,Scizor,Tangrowth,Blissey,Slowbro,Gastrodon-East,Slowbro
3097,Forretress,Scizor,Tangrowth,Blissey,Keldeo,Jellicent,Scizor,Gyarados,Jirachi,Starmie,Politoed,Azelf,Forretress,Azelf
3098,Kyurem-Black,Magnezone,Jirachi,Reuniclus,Garchomp,Latios,Omastar,Volcarona,Alakazam,Heracross,Yanmega,Latios,Jirachi,Omastar
3099,Excadrill,Celebi,Tyranitar,Jirachi,Gliscor,Ferrothorn,Thundurus-Therian,Ferrothorn,Reuniclus,Tentacruel,Politoed,Latios,Tyranitar,Ferrothorn
3100,Excadrill,Tyranitar,Landorus-Therian,Reuniclus,Ferrothorn,Latios,Conkeldurr,Volcarona,Magnezone,Espeon,Azelf,Dragonite,Tyranitar,Conkeldurr
3101,Scizor,Volcarona,Starmie,Mamoswine,Azelf,Dragonite,Excadrill,Tyranitar,Skarmory,Jirachi,Garchomp,Latios,Azelf,Tyranitar
3102,Tyranitar,Jellicent,Landorus-Therian,Alakazam,Ferrothorn,Latios,Rotom-Wash,Tyranitar,Terrakion,Jirachi,Latias,Gliscor,Jellicent,Jirachi
3103,Aerodactyl,Scizor,Kyurem-Black,Landorus-Therian,Garchomp,Latios,Breloom,Ninetales,Victini,Typhlosion,Espeon,Donphan,Landorus-Therian,Donphan
3104,Excadrill,Rotom-Wash,Celebi,Tyranitar,Landorus-Therian,Garchomp,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Celebi,Ferrothorn
3105,Conkeldurr,Ninetales,Zoroark,Jellicent,Shaymin,Crobat,Alakazam,Tyranitar,Skarmory,Gastrodon,Reuniclus,Gliscor,Crobat,Gliscor
3106,Kyurem,Meloetta,Starmie,Mamoswine,Raikou,Dragonite,Toxicroak,Salamence,Magnezone,Alakazam,Mamoswine,Azelf,Mamoswine,Azelf
3107,Lucario,Skarmory,Alakazam,Staraptor,Infernape,Jellicent,Breloom,Bronzong,Mamoswine,Tentacruel,Politoed,Latios,Skarmory,Bronzong
3108,Kyurem-Black,Skarmory,Blissey,Jolteon,Politoed,Espeon,Breloom,Bisharp,Magnezone,Alakazam,Garchomp,Dragonite,Jolteon,Dragonite
3109,Forretress,Venusaur,Weavile,Ninetales,Latias,Dugtrio,Alakazam,Tyranitar,Heatran,Gliscor,Starmie,Ferrothorn,Forretress,Gliscor
3110,Slowbro,Kyurem-Black,Victini,Jirachi,Azelf,Nidoking,Scizor,Rotom-Wash,Conkeldurr,Tyranitar,Salamence,Landorus-Therian,Kyurem-Black,Rotom-Wash
3111,Slowking,Tyranitar,Jirachi,Landorus-Therian,Ferrothorn,Garchomp,Excadrill,Rotom-Wash,Tyranitar,Skarmory,Amoonguss,Garchomp,Landorus-Therian,Rotom-Wash
3112,Kyurem-Black,Magnezone,Jirachi,Starmie,Garchomp,Dragonite,Xatu,Forretress,Chansey,Ninetales,Terrakion,Cresselia,Jirachi,Ninetales
3113,Scizor,Abomasnow,Kyurem-Black,Reuniclus,Landorus-Therian,Tentacruel,Xatu,Abomasnow,Weavile,Reuniclus,Heatran,Nidoqueen,Scizor,Xatu
3114,Scizor,Tyranitar,Eelektross,Alakazam,Garchomp,Jellicent,Toxicroak,Hydreigon,Mamoswine,Tornadus,Tentacruel,Politoed,Scizor,Mamoswine
3115,Scizor,Hydreigon,Landorus-Therian,Starmie,Ferrothorn,Latios,Excadrill,Ferrothorn,Volcarona,Cloyster,Politoed,Dragonite,Landorus-Therian,Politoed
3116,Ferrothorn,Gyarados,Politoed,Starmie,Mamoswine,Latios,Feraligatr,Rotom-Wash,Celebi,Latias,Mamoswine,Politoed,Ferrothorn,Rotom-Wash
3117,Spiritomb,Claydol,Slowbro,Magnezone,Blissey,Dragonite,Tyranitar,Skarmory,Hydreigon,Gastrodon,Alakazam,Garchomp,Spiritomb,Garchomp
3118,Scizor,Kyurem-Black,Magnezone,Terrakion,Latios,Jellicent,Seismitoad,Ninetales,Victini,Landorus-Therian,Heatran,Starmie,Terrakion,Landorus-Therian
3119,Hippowdon,Skarmory,Terrakion,Blissey,Alakazam,Starmie,Breloom,Scizor,Magnezone,Blissey,Landorus-Therian,Cloyster,Alakazam,Magnezone
3120,Thundurus-Therian,Ferrothorn,Tentacruel,Politoed,Keldeo-Resolute,Latios,Excadrill,Hippowdon,Gengar,Rotom-Wash,Ferrothorn,Latios,Ferrothorn,Rotom-Wash
3121,Scizor,Vaporeon,Landorus-Therian,Heatran,Espeon,Lanturn,Breloom,Tyranitar,Darmanitan,Skarmory,Tentacruel,Latios,Landorus-Therian,Latios
3122,Rotom-Wash,Tyranitar,Landorus-Therian,Ferrothorn,Garchomp,Latios,Scizor,Rotom-Wash,Conkeldurr,Bisharp,Infernape,Latios,Landorus-Therian,Rotom-Wash
3123,Ferrothorn,Azumarill,Tornadus,Politoed,Raikou,Latios,Mew,Rotom-Wash,Tyranitar,Skarmory,Landorus-Therian,Heracross,Raikou,Rotom-Wash
3124,Breloom,Conkeldurr,Landorus-Therian,Empoleon,Espeon,Cloyster,Excadrill,Rotom-Wash,Tyranitar,Skarmory,Terrakion,Amoonguss,Landorus-Therian,Rotom-Wash
3125,Rotom-Wash,Tyranitar,Terrakion,Landorus-Therian,Heatran,Amoonguss,Excadrill,Tyranitar,Skarmory,Heatran,Amoonguss,Slowbro,Tyranitar,Amoonguss
3126,Thundurus-Therian,Breloom,Gengar,Scizor,Rotom-Wash,Starmie,Celebi,Ferrothorn,Vaporeon,Jirachi,Politoed,Latios,Gengar,Politoed
3127,Kyurem-Black,Magnezone,Jirachi,Garchomp,Dragonite,Latios,Gothitelle,Forretress,Abomasnow,Weavile,Blissey,Landorus-Therian,Latios,Gothitelle
3128,Thundurus-Therian,Aerodactyl,Mew,Whimsicott,Empoleon,Azelf,Bronzong,Tyranitar,Magnezone,Landorus-Therian,Keldeo,Amoonguss,Aerodactyl,Landorus-Therian
3129,Celebi,Ferrothorn,Vaporeon,Jirachi,Politoed,Latios,Forretress,Charizard,Ninetales,Cloyster,Dragonite,Latios,Politoed,Cloyster
3130,Toxicroak,Volcarona,Politoed,Landorus-Therian,Starmie,Ferrothorn,Xatu,Diglett,Jirachi,Tornadus,Politoed,Dragonite,Starmie,Jirachi
3131,Conkeldurr,Metagross,Salamence,Chandelure,Starmie,Cloyster,Haxorus,Magnezone,Jirachi,Mamoswine,Dragonite,Latios,Cloyster,Magnezone
3132,Xatu,Diglett,Chansey,Ninetales,Victini,Cresselia,Haxorus,Breloom,Ninetales,Volcarona,Meloetta,Donphan,Diglett,Meloetta
3133,Haxorus,Breloom,Ninetales,Volcarona,Jirachi,Donphan,Excadrill,Slowking,Tyranitar,Skarmory,Alakazam,Amoonguss,Jirachi,Slowking
3134,Skarmory,Blissey,Mamoswine,Latias,Tentacruel,Politoed,Ditto,Riolu,Gengar,Mew,Abomasnow,Liepard,Politoed,Abomasnow
3135,Excadrill,Breloom,Tyranitar,Landorus-Therian,Milotic,Latios,Forretress,Kyurem-Black,Ninetales,Victini,Dugtrio,Wobbuffet,Latios,Victini
3136,Tyranitar,Skarmory,Jellicent,Landorus-Therian,Heatran,Latios,Kyurem-Black,Magnezone,Jirachi,Latias,Garchomp,Latios,Skarmory,Kyurem-Black
3137,Breloom,Scizor,Volcarona,Starmie,Garchomp,Dragonite,Ditto,Gothitelle,Smeargle,Liepard,Wobbuffet,Espeon,Breloom,Smeargle
3138,Thundurus-Therian,Scizor,Ferrothorn,Landorus-Therian,Tentacruel,Politoed,Excadrill,Celebi,Ferrothorn,Volcarona,Starmie,Politoed,Landorus-Therian,Volcarona
3139,Thundurus-Therian,Ferrothorn,Tornadus,Tentacruel,Politoed,Garchomp,Breloom,Scizor,Salamence,Garchomp,Azelf,Dragonite,Garchomp,Breloom
3140,Conkeldurr,Terrakion,Starmie,Honchkrow,Garchomp,Keldeo-Resolute,Excadrill,Xatu,Salamence,Volcarona,Ninetales,Heatran,Terrakion,Ninetales
3141,Bronzong,Hippowdon,Skarmory,Latias,Reuniclus,Clefable,Rotom-Wash,Empoleon,Seismitoad,Keldeo,Starmie,Politoed,Reuniclus,Rotom-Wash
3142,Excadrill,Hippowdon,Magnezone,Reuniclus,Ferrothorn,Latios,Gyarados,Jirachi,Porygon2,Machamp,Staraptor,Poliwrath,Hippowdon,Poliwrath
3143,Scizor,Rotom-Wash,Tyranitar,Chandelure,Starmie,Mamoswine,Rotom-Wash,Tyranitar,Skarmory,Landorus-Therian,Alakazam,Latios,Rotom-Wash,Rotom-Wash
3144,Excadrill,Tyranitar,Mienshao,Ferrothorn,Dragonite,Latios,Ferrothorn,Tornadus,Starmie,Politoed,Garchomp,Latios,Mienshao,Garchomp
3145,Crawdaunt,Bronzong,Conkeldurr,Dusclops,Reuniclus,Marowak,Excadrill,Tyranitar,Landorus-Therian,Keldeo,Ferrothorn,Latios,Bronzong,Keldeo
3146,Gengar,Scizor,Lucario,Gyarados,Alakazam,Mamoswine,Excadrill,Tyranitar,Landorus-Therian,Keldeo,Ferrothorn,Latios,Lucario,Landorus-Therian
3147,Lucario,Jirachi,Alakazam,Garchomp,Froslass,Latios,Excadrill,Archeops,Volcarona,Sceptile,Garchomp,Jellicent,Froslass,Archeops
3148,Gengar,Toxicroak,Hydreigon,Magnezone,Jirachi,Landorus-Therian,Excadrill,Tyranitar,Skarmory,Latios,Landorus-Therian,Jellicent,Hydreigon,Landorus-Therian
3149,Excadrill,Rotom-Wash,Celebi,Tyranitar,Landorus-Therian,Garchomp,Scizor,Tyranitar,Mienshao,Landorus-Therian,Ferrothorn,Slowbro,Landorus-Therian,Landorus-Therian
3150,Rotom-Wash,Tyranitar,Skarmory,Hydreigon,Landorus-Therian,Ferrothorn,Breloom,Scizor,Lucario,Starmie,Garchomp,Dragonite,Landorus-Therian,Garchomp
3151,Landorus-Therian,Heatran,Starmie,Ferrothorn,Dragonite,Latios,Forretress,Ninetales,Gyarados,Heatran,Shedinja,Jellicent,Landorus-Therian,Gyarados
3152,Tyranitar,Skarmory,Latios,Heatran,Alakazam,Jellicent,Kyurem,Scizor,Abomasnow,Heatran,Gliscor,Tentacruel,Latios,Scizor
3153,Breloom,Scizor,Rotom-Wash,Jirachi,Politoed,Latios,Forretress,Breloom,Alakazam,Infernape,Garchomp,Latios,Jirachi,Breloom
3154,Kyurem-Black,Magnezone,Heatran,Ferrothorn,Garchomp,Latios,Scizor,Kyurem-Black,Magnezone,Mamoswine,Dragonite,Latios,Magnezone,Kyurem-Black
3155,Thundurus-Therian,Ferrothorn,Keldeo,Tentacruel,Politoed,Latios,Salamence,Mienshao,Chandelure,Empoleon,Mamoswine,Raikou,Ferrothorn,Raikou
3156,Haxorus,Forretress,Kyurem-Black,Magnezone,Garchomp,Latios,Breloom,Hydreigon,Landorus-Therian,Heatran,Tentacruel,Slowbro,Forretress,Landorus-Therian
3157,Skarmory,Terrakion,Volcarona,Starmie,Ferrothorn,Dragonite,Moltres,Forretress,Jirachi,Politoed,Espeon,Dragonite,Ferrothorn,Politoed
